                   H2O_161                       H2O_181                  H2O_171                    H2O_162                    CO2_626                      CO_26                      CO_36                      CO_28                      CO_27                     CH4_211                       NH3_4111                 OH_61                         OCS_622                   H2CO_126                  HCN_124                      C2H2_1221    	      CH3OH_2161   HD		O                    HF_19             HCL_15                C2H4_38                     C2H6_90 
                     H2O                         H218O                    H217O		             HDO         		CO2	                     12CO                       13CO                       C18O                       C17O                      CH4                           NH3                      OH                            OCS                       H2CO                      HCN                          C2H2       	      CH3OH	   HD		O                    HF                HCL                   C2H4                        C2H6 
                     18                          20                       19                         19                         48                           28                         29                         30                         29                        16                            17                       17                            60                        30                        27                           26       	              32	   3		16                   15                36                    28                          30
2251.0         7203.437831                7230.641893               43135.162176               42130.473600       	  37276.469248  		1105.536468		   2337.333514  	      1174.157978		 6845.776243		 332229.953920  	       274261.636480		    750.983317  	      319598.752000		723944.551680		    75028.689472	       337016.158720	    977318214.542543	 90.5933      8.5783032  	 338.731857	  1461.878034	    85058046.44696000	     15647243154.16239929
2252.0         7211.780312                7239.028378               43185.185728               42182.438400       	  37337.426944  		1106.265106		   2338.883431  	      1174.939488		 6850.306672		 333107.973760  	       274775.805440		    751.415785  	      320159.088000		725458.375040		    75141.066816	       337811.084160	    980999079.827566	 90.7177      8.5784799  	 338.919273	  1462.779545	    85369366.45613000	     15728492468.82607079
2253.0         7220.130531                7247.422601               43235.254592               42234.454400       	  37398.465216  		1106.993905		   2340.433828  	      1175.721262		 6854.838535		 333988.144640  	       275290.828160		    751.848376  	      320720.208000		726974.994560		    75253.580224	       338607.658240	    984692894.557530	 90.8423      8.5786565  	 339.106731	  1463.681318	    85681757.75006001	     15810145310.07132912
2254.0         7228.488501                7255.824575               43285.368704               42286.521600       	  37459.584192  		1107.722863		   2341.984705  	      1176.503285		 6859.371812		 334870.471680  	       275806.705920		    752.281090  	      321282.112000		728494.414720		    75366.229888	       339405.882880	    988399751.919553	 90.9670      8.5788330  	 339.294231	  1464.583340	    85995216.05975001	     15892203583.12840080
2255.0         7236.854234                7264.234312               43335.528000               42338.640000       	  37520.784000  		1108.451981		   2343.536063  	      1177.285545		 6863.906484		 335754.960000  	       276323.440000		    752.713928  	      321844.800000		730016.640000		    75479.016000	       340205.760000	    992119630.973765	 91.0920      8.5790093  	 339.481770	  1465.485600	    86309754.71815000	     15974669196.87159920
2256.0         7245.227744                7272.651826               43385.732416               42390.809600       	  37582.064768  		1109.181260		   2345.087900  	      1178.068029		 6868.442532		 336641.614720  	       276841.031680		    753.146891  	      322408.272000		731541.674880		    75591.938752	       341007.291520	    995852509.970194	 91.2171      8.5791854  	 339.669347	  1466.388083	    86625368.16313000	     16057544096.64514923
2257.0         7253.609043                7281.077129               43435.981888               42443.030400       	  37643.426624  		1109.910699		   2346.640217  	      1178.850725		 6872.979937		 337530.440960  	       277359.482240		    753.579980  	      322972.528000		733069.523840		    75704.998336	       341810.479360	    999598648.360379	 91.3423      8.5793614  	 339.856961	  1467.290777	    86942054.34579000	     16140830209.63632011
2258.0         7261.998145                7289.510234               43486.276352               42495.302400       	  37704.869696  		1110.640298		   2348.193014  	      1179.633619		 6877.518679		 338421.443840  	       277878.792960		    754.013195  	      323537.568000		734600.191360		    75818.194944	       342615.325440	   1003357767.243660	 91.4678      8.5795373  	 340.044611	  1468.193670	    87259824.36047000	     16224529488.63314056
2259.0         7270.395061                7297.951155               43536.615744               42547.625600       	  37766.394112  		1111.370056		   2349.746291  	      1180.416698		 6882.058739		 339314.628480  	       278398.965120		    754.446536  	      324103.392000		736133.681920		    75931.528768	       343421.831680	   1007130402.530298	 91.5934      8.5797130  	 340.232296	  1469.096749	    87578698.63404000	     16308643868.22664070
2260.0         7278.799805                7306.399902               43587.000000               42600.000000       	  37828.000000  		1112.099976		   2351.300049  	      1181.199951		 6886.600098		 340210.000000  	       278920.000000		    754.880005  	      324670.000000		737670.000000		    76045.000000	       344230.000000	   1010916107.501465	 91.7192      8.5798885  	 340.420013	  1470.000000	    87898646.74733000	     16393175330.57778931
2261.0         7287.214394                7314.857833               43637.409088               42652.425600       	  37889.687488  		1112.829391		   2352.854288  	      1181.981369		 6891.139405		 341107.630080  	       279441.898880		    755.313735  	      325237.192320		739209.216640		    76158.615488	       345039.632640	   1014715026.226265	 91.8451      8.5800639  	 340.607496	  1470.902079	    88219686.75114000	     16478125839.69845963
2262.0         7295.636819                7323.323604               43687.863104               42704.902400       	  37951.456704  		1113.558973		   2354.409007  	      1182.762954		 6895.680005		 342007.456640  	       279964.663040		    755.747593  	      325805.170560		740751.269120		    76272.368704	       345850.933120	   1018527421.949878	 91.9713      8.5802392  	 340.795012	  1471.804317	    88541838.27313000	     16563497363.34561920
2263.0         7304.067070                7331.797216               43738.362176               42757.430400       	  38013.307776  		1114.288728		   2355.964206  	      1183.544712		 6900.221910		 342909.484160  	       280488.293760		    756.181578  	      326373.936640		742296.161280		    76386.259776	       346663.905280	   1022353239.665224	 92.0976      8.5804143  	 340.982562	  1472.706716	    88865087.27725001	     16649291917.01349068
2264.0         7312.505143                7340.278668               43788.906432               42810.009600       	  38075.240832  		1115.018662		   2357.519886  	      1184.326649		 6904.765133		 343813.717120  	       281012.792320		    756.615689  	      326943.492480		743843.896960		    76500.288832	       347478.552960	   1026192490.686525	 92.2241      8.5805893  	 341.170148	  1473.609275	    89189431.62224001	     16735511465.03815079
2265.0         7320.951031                7348.767961               43839.496000               42862.640000       	  38137.256000  		1115.748782		   2359.076045  	      1185.108771		 6909.309688		 344720.160000  	       281538.160000		    757.049925  	      327513.840000		745394.480000		    76614.456000	       348294.880000	   1030045024.936440	 92.3507      8.5807641  	 341.357771	  1474.511993	    89514895.66069999	     16822158041.55057907
2266.0         7329.404728                7357.265094               43890.131008               42915.321600       	  38199.353408  		1116.479094		   2360.632684  	      1185.891086		 6913.855585		 345628.817280  	       282064.398080		    757.484286  	      328084.981120		746947.914240		    76728.761408	       349112.890240	   1033911295.195135	 92.4775      8.5809388  	 341.545433	  1475.414872	    89841470.41620000	     16909233651.50724030
2267.0         7337.866226                7365.770067               43940.811584               42968.054400       	  38261.533184  		1117.209605		   2362.189804  	      1186.673599		 6918.402840		 346539.693440  	       282591.507840		    757.918771  	      328656.917760		748504.203520		    76843.205184	       349932.587520	   1037791109.298139	 92.6045      8.5811134  	 341.733134	  1476.317910	    90169148.48749000	     16996740314.72005081
2268.0         7346.335520                7374.282880               43991.537856               43020.838400       	  38323.795456  		1117.940320		   2363.747404  	      1187.456317		 6922.951464		 347452.792960  	       283119.490560		    758.353380  	      329229.651840		750063.351680		    76957.787456	       350753.975680	   1041684443.666306	 92.7317      8.5812877  	 341.920876	  1477.221109	    90497957.35261001	     17084680076.92967987
2269.0         7354.812603                7382.803534               44042.309952               43073.673600       	  38386.140352  		1118.671247		   2365.305483  	      1188.239247		 6927.501470		 348368.120320  	       283648.347520		    758.788111  	      329803.185280		751625.362560		    77072.508352	       351577.058560	   1045591455.730305	 92.8590      8.5814620  	 342.108661	  1478.124468	    90827875.05034000	     17173054965.66813087
2270.0         7363.297469                7391.332027               44093.128000               43126.560000       	  38448.568000  		1119.402392		   2366.864043  	      1189.022394		 6932.052871		 349285.680000  	       284178.080000		    759.222965  	      330377.520000		753190.240000		    77187.368000	       352401.840000	   1049512328.328677	 92.9865      8.5816361  	 342.296488	  1479.027986	    91158946.17163000	     17261867045.49390030
2271.0         7371.790111                7399.868361               44143.992128               43179.497600       	  38511.078528  		1120.133760		   2368.423083  	      1189.805764		 6936.605680		 350205.476480  	       284708.689280		    759.657941  	      330952.657920		754757.987840		    77302.366528	       353228.323840	   1053446815.412875	 93.1142      8.5818101  	 342.484361	  1479.931665	    91491117.07323000	     17351118362.77614975
2272.0         7380.290523                7408.412534               44194.902464               43232.486400       	  38573.672064  		1120.865359		   2369.982603  	      1190.589366		 6941.159910		 351127.514240  	       285240.176640		    760.093037  	      331528.600960		756328.609920		    77417.504064	       354056.513920	   1057395004.005815	 93.2421      8.5819839  	 342.672279	  1480.835504	    91824430.95288999	     17440811012.00490952
2273.0         7388.798698                7416.964548               44245.859136               43285.526400       	  38636.348736  		1121.597195		   2371.542603  	      1191.373204		 6945.715573		 352051.797760  	       285772.543360		    760.528254  	      332105.351040		757902.110080		    77532.780736	       354886.414080	   1061356992.106719	 93.3702      8.5821575  	 342.860245	  1481.739503	    92158883.33855000	     17530947047.40314102
2274.0         7397.314630                7425.524401               44296.862272               43338.617600       	  38699.108672  		1122.329274		   2373.103083  	      1192.157285		 6950.272682		 352978.331520  	       286305.790720		    760.963591  	      332682.910080		759478.492160		    77648.196672	       355718.028160	   1065333165.500010	 93.4984      8.5823311  	 343.048260	  1482.643662	    92494480.57629000	     17621528571.42499924
2275.0         7405.838313                7434.092094               44347.912000               43391.760000       	  38761.952000  		1123.061603		   2374.664043  	      1192.941615		 6954.831250		 353907.120000  	       286839.920000		    761.399046  	      333261.280000		761057.760000		    77763.752000	       356551.360000	   1069322978.077200	 93.6268      8.5825045  	 343.236324	  1483.547980	    92831209.55594000	     17712557690.46686172
2276.0         7414.369739                7442.667626               44399.008448               43444.953600       	  38824.878848  		1123.794187		   2376.225483  	      1193.726202		 6959.391290		 354838.167680  	       287374.932480		    761.834620  	      333840.462720		762639.917440		    77879.446848	       357386.413440	   1073326911.653130	 93.7554      8.5826777  	 343.424440	  1484.452460	    93169097.63813999	     17804036492.79391098
2277.0         7422.908904                7451.250999               44450.151744               43498.198400       	  38887.889344  		1124.527034		   2377.787404  	      1194.511051		 6963.952815		 355771.479040  	       287910.829440		    762.270312  	      334420.460160		764224.968320		    77995.281344	       358223.192320	   1077344670.570850	 93.8841      8.5828508  	 343.612608	  1485.357099	    93508119.13822000	     17895967103.90760040
2278.0         7431.455799                7459.842210               44501.342016               43551.494400       	  38950.983616  		1125.260150		   2379.349804  	      1195.296168		 6968.515837		 356707.058560  	       288447.612160		    762.706121  	      335001.274240		765812.916480		    78111.255616	       359061.700480	   1081376768.773125	 94.0131      8.5830237  	 343.800830	  1486.261898	    93848311.75403000	     17988351642.25873184
2279.0         7440.010419                7468.441262               44552.579392               43604.841600       	  39014.161792  		1125.993541		   2380.912684  	      1196.081560		 6973.080370		 357644.910720  	       288985.281920		    763.142047  	      335582.906880		767403.765760		    78227.369792	       359901.941760	   1085422801.335690	 94.1422      8.5831966  	 343.989107	  1487.166857	    94189664.69473000	     18081192263.64125061
2280.0         7448.572758                7477.048152               44603.864000               43658.240000       	  39077.424000  		1126.727214		   2382.476045  	      1196.867234		 6977.646426		 358585.040000  	       289523.840000		    763.578088  	      336165.360000		768997.520000		    78343.624000	       360743.920000	   1089482804.472920	 94.2715      8.5833692  	 344.177440	  1488.071977	    94532165.32669000	     18174491094.56901169
2281.0         7457.142808                7485.662882               44655.195968               43711.689600       	  39140.770368  		1127.461174		   2384.039886  	      1197.653196		 6982.214018		 359527.450880  	       290063.287680		    764.014244  	      336748.635520		770594.183040		    78460.018368	       361587.639040	   1093557360.128000	 94.4009      8.5835417  	 344.365830	  1488.977256	    94875831.95209999	     18268250299.01224899
2282.0         7465.720564                7494.285452               44706.575424               43765.190400       	  39204.201024  		1128.195429		   2385.604206  	      1198.439452		 6986.783158		 360472.147840  	       290603.626240		    764.450515  	      337332.735360		772193.758720		    78576.553024	       362433.102720	   1097645915.748438	 94.5305      8.5837141  	 344.554280	  1489.882696	    95220692.42713000	     18362472045.00033951
2283.0         7474.306019                7502.915861               44758.002496               43818.742400       	  39267.716096  		1128.929985		   2387.169007  	      1199.226009		 6991.353860		 361419.135360  	       291144.856960		    764.886900  	      337917.661440		773796.250880		    78693.228096	       363280.314880	   1101748958.233735	 94.6604      8.5838864  	 344.742790	  1490.788296	    95566701.58284999	     18457158493.54434967
2284.0         7482.899166                7511.554108               44809.477312               43872.345600       	  39331.315712  		1129.664848		   2388.734288  	      1200.012872		 6995.926136		 362368.417920  	       291686.981120		    765.323399  	      338503.415680		775401.663360		    78810.043712	       364129.279360	   1105866156.164995	 94.7904      8.5840585  	 344.931361	  1491.694056	    95913897.66850001	     18552311843.22745895
2285.0         7491.500000                7520.200195               44861.000000               43926.000000       	  39395.000000  		1130.400024		   2390.300049  	      1200.800049		 7000.500000		 363320.000000  	       292230.000000		    765.760010  	      339090.000000		777010.000000		    78927.000000	       364980.000000	   1109997627.451050	 94.9205      8.5842304  	 345.119995	  1492.599976	    96262265.52958000	     18647934285.59703827
2286.0         7500.106511                7528.854108               44912.590656               43979.698944       	  39458.782400  		1131.136851		   2391.865625  	      1201.588873		 7005.076796		 364273.819520  	       292773.914880		    766.196667  	      339677.549440		778621.064960		    79044.097088	       365832.613760	   1114143916.208985	 95.0509      8.5844022  	 345.308893	  1493.504727	    96611832.62704000	     18744028016.37955093
2287.0         7508.720715                7537.515861               44964.229248               44033.449152       	  39522.649600  		1131.873991		   2393.431688  	      1202.378010		 7009.655192		 365229.948160  	       293318.727040		    766.633435  	      340265.931520		780235.063680		    79161.335104	       366686.990080	   1118304327.510612	 95.1814      8.5845739  	 345.497854	  1494.409651	    96962577.28720000	     18840595246.60689926
2288.0         7517.342624                7546.185452               45015.915712               44087.250688       	  39586.601600  		1132.611438		   2394.998244  	      1203.167455		 7014.235188		 366188.391040  	       293864.437760		    767.070316  	      340855.146880		781852.001920		    79278.714176	       367543.131520	   1122479471.425148	 95.3121      8.5847454  	 345.686878	  1495.314760	    97314509.99492000	     18937638213.85361099
2289.0         7525.972251                7554.862882               45067.649984               44141.103616       	  39650.638400  		1133.349185		   2396.565299  	      1203.957200		 7018.816784		 367149.153280  	       294411.048320		    767.507309  	      341445.196160		783471.885440		    79396.234432	       368401.040640	   1126668993.724789	 95.4430      8.5849168  	 345.875964	  1496.220068	    97667637.15266000	     19035159137.59085083
2290.0         7534.609609                7563.548152               45119.432000               44195.008000       	  39714.760000  		1134.087228		   2398.132859  	      1204.747239		 7023.399980		 368112.240000  	       294958.560000		    767.944414  	      342036.080000		785094.720000		    79513.896000	       369260.720000	   1130873361.493775	 95.5741      8.5850881  	 346.065112	  1497.125588	    98021984.24742000	     19133160275.01182175
2291.0         7543.254711                7572.241262               45171.261696               44248.963904       	  39778.966400  		1134.825558		   2399.700932  	      1205.537566		 7027.984777		 369077.656320  	       295506.974080		    768.381630  	      342627.799040		786720.511360		    79631.699008	       370122.172160	   1135092201.080609	 95.7053      8.5852592  	 346.254320	  1498.031332	    98377512.09525000	     19231643865.22776031
2292.0         7551.907570                7580.942210               45223.139008               44302.971392       	  39843.257600  		1135.564169		   2401.269523  	      1206.328175		 7032.571173		 370045.407360  	       296056.291840		    768.818959  	      343220.353920		788349.265280		    79749.643584	       370985.399680	   1139325649.743219	 95.8368      8.5854301  	 346.443589	  1498.937312	    98734248.52079000	     19330612173.92116165
2293.0         7560.568198                7589.650999               45275.063872               44357.030528       	  39907.633600  		1136.303056		   2402.838639  	      1207.119058		 7037.159169		 371015.498240  	       296606.514560		    769.256400  	      343813.745280		789980.987520		    79867.729856	       371850.405120	   1143574328.997425	 95.9684      8.5856009  	 346.632917	  1499.843542	    99092219.77287000	     19430067482.35757828
2294.0         7569.236607                7598.367626               45327.036224               44411.141376       	  39972.094400  		1137.042211		   2404.408286  	      1207.910211		 7041.748765		 371987.934080  	       297157.643520		    769.693953  	      344407.973760		791615.683840		    79985.957952	       372717.191040	   1147837362.072840	 96.1002      8.5857716  	 346.822304	  1500.750035	    99451381.57966000	     19530012076.04418945
2295.0         7577.912813                7607.092094               45379.056000               44465.304000       	  40036.640000  		1137.781629		   2405.978471  	      1208.701625		 7046.339961		 372962.720000  	       297709.680000		    770.131617  	      345003.040000		793253.360000		    80104.328000	       373585.760000	   1152115489.332210	 96.2321      8.5859422  	 347.011749	  1501.656803	    99811770.98995000	     19630448233.61936188
2296.0         7586.596825                7615.824401               45431.123136               44519.518464       	  40101.270400  		1138.521303		   2407.549199  	      1209.493295		 7050.932757		 373939.861120  	       298262.625280		    770.569394  	      345598.944640		794894.021760		    80222.840128	       374456.114560	   1156408398.143613	 96.3643      8.5861126  	 347.201252	  1502.563859	   100173365.65163000	     19731378260.43582153
2297.0         7595.288659                7624.564548               45483.237568               44573.784832       	  40165.985600  		1139.261226		   2409.120478  	      1210.285215		 7055.527153		 374919.362560  	       298816.480640		    771.007282  	      346195.688320		796537.674880		    80341.494464	       375328.257280	   1160716312.597750	 96.4966      8.5862828  	 347.390812	  1503.471215	   100536209.52934000	     19832804488.74131012
2298.0         7603.988326                7633.312534               45535.399232               44628.103168       	  40230.785600  		1140.001392		   2410.692314  	      1211.077378		 7060.123149		 375901.229440  	       299371.247360		    771.445283  	      346793.271680		798184.325120		    80460.291136	       376202.190720	   1165039204.955006	 96.6291      8.5864530  	 347.580428	  1504.378886	   100900273.56550001	     19934729221.38991928
2299.0         7612.695839                7642.068361               45587.608064               44682.473536       	  40295.670400  		1140.741795		   2412.264713  	      1211.869778		 7064.720745		 376885.466880  	       299926.926720		    771.883396  	      347391.695360		799833.978240		    80579.230272	       377077.917440	   1169377131.469074	 96.7619      8.5866229  	 347.770100	  1505.286883	   101265568.52986000	     20037154810.60832977
2300.0         7621.411211                7650.832027               45639.864000               44736.896000       	  40360.640000  		1141.482429		   2413.837682  	      1212.662408		 7069.319941		 377872.080000  	       300483.520000		    772.321620  	      347990.960000		801486.640000		    80698.312000	       377955.440000	   1173730114.046088	 96.8947      8.5867928  	 347.959827	  1506.195219	   101632089.45758000	     20140083590.55992126
2301.0         7630.134455                7659.603534               45692.166976               44791.370624       	  40425.694400  		1142.223286		   2415.411226  	      1213.455262		 7073.920738		 378861.073920  	       301041.028480		    772.759957  	      348591.066240		803142.316160		    80817.536448	       378834.760960	   1178098311.747802	 97.0278      8.5869625  	 348.149608	  1507.103907	   101999883.24880999	     20243517922.31274033
2302.0         7638.865584                7668.382880               45744.516928               44845.897472       	  40490.833600  		1142.964361		   2416.985353  	      1214.248334		 7078.523134		 379852.453760  	       301599.453440		    773.198405  	      349192.014720		804801.012480		    80936.903744	       379715.882880	   1182481747.383185	 97.1610      8.5871320  	 348.339444	  1508.012960	   102368897.87822001	     20347460171.39886856
2303.0         7647.604610                7677.170067               45796.913792               44900.476608       	  40556.057600  		1143.705647		   2418.560068  	      1215.041617		 7083.127130		 380846.224640  	       302158.796160		    773.636965  	      349793.806080		806462.734720		    81056.414016	       380598.808320	   1186880323.631145	 97.2945      8.5873015  	 348.529332	  1508.922390	   102739164.44709000	     20451912707.79883957
2304.0         7656.351547                7685.965094               45849.357504               44955.108096       	  40621.366400  		1144.447138		   2420.135379  	      1215.835105		 7087.732726		 381842.391680  	       302719.057920		    774.075638  	      350396.440960		808127.488640		    81176.067392	       381483.539840	   1191294165.353180	 97.4281      8.5874708  	 348.719273	  1509.832211	   103110689.53791000	     20556877928.52550888
2305.0         7665.106406                7694.767961               45901.848000               45009.792000       	  40686.760000  		1145.188827		   2421.711291  	      1216.628791		 7092.339922		 382840.960000  	       303280.240000		    774.514422  	      350999.920000		809795.280000		    81295.864000	       382370.080000	   1195723484.996734	 97.5619      8.5876399  	 348.909266	  1510.742435	   103483479.45644000	     20662358212.50722885
2306.0         7673.869202                7703.578668               45954.385216               45064.528384       	  40752.238400  		1145.930708		   2423.287811  	      1217.422669		 7096.948718		 383841.934720  	       303842.343680		    774.953318  	      351604.243840		811466.114560		    81415.803968	       383258.431360	   1200168098.018175	 97.6959      8.5878089  	 349.099310	  1511.653074	   103857520.32964000	     20768355988.38637924
2307.0         7682.639946                7712.397216               46006.969088               45119.317312       	  40817.801600  		1146.672775		   2424.864945  	      1218.216733		 7101.559114		 384845.320960  	       304405.370240		    775.392326  	      352209.413120		813139.998080		    81535.887424	       384148.596480	   1204628112.994311	 97.8300      8.5879778  	 349.289404	  1512.564143	   104232823.13297001	     20874873666.73696899
2308.0         7691.418652                7721.223604               46059.599552               45174.158848       	  40883.449600  		1147.415021		   2426.442700  	      1219.010977		 7106.171110		 385851.123840  	       304969.320960		    775.831446  	      352815.428480		814816.936320		    81656.114496	       385040.577920	   1209103586.922757	 97.9644      8.5881465  	 349.479549	  1513.475653	   104609392.05779000	     20981913685.31105042
2309.0         7700.205332                7730.057833               46112.276544               45229.053056       	  40949.182400  		1148.157439		   2428.021082  	      1219.805393		 7110.784706		 386859.348480  	       305534.197120		    776.270678  	      353422.290560		816496.935040		    81776.485312	       385934.378240	   1213594856.859480	 98.0989      8.5883151  	 349.669743	  1514.387617	   104987258.90479000	     21089478475.08549118
2310.0         7709.000000                7738.899902               46165.000000               45284.000000       	  41015.000000  		1148.900024		   2429.600098  	      1220.599976		 7115.399902		 387870.000000  	       306100.000000		    776.710022  	      354030.000000		818180.000000		    81897.000000	       386830.000000	   1218101491.371600	 98.2336      8.5884836  	 349.859985	  1515.300049	   105366377.26364000	     21197570482.97166061
2311.0         7717.804000                7747.747826               46217.749888               45338.999744       	  41080.889088  		1149.640772		   2431.181082  	      1221.393390		 7120.017361		 388883.016960  	       306666.797440		    777.149410  	      354638.557440		819866.270080		    82017.665344	       387727.312640	   1222623933.104695	 98.3685      8.5886519  	 350.050210	  1516.214956	   105746778.93319000	     21306192171.78049850
2312.0         7726.616000                7756.603610               46270.546304               45394.052352       	  41146.863104  		1150.381693		   2432.762700  	      1222.186971		 7124.636414		 389898.471680  	       307234.523520		    777.588910  	      355247.963520		821555.616640		    82138.474752	       388626.453120	   1227161764.625975	 98.5036      8.5888201  	 350.240483	  1517.130336	   106128477.52360000	     21415346031.67681885
2313.0         7735.436000                7765.467273               46323.389376               45449.157888       	  41212.922176  		1151.122799		   2434.344945  	      1222.980725		 7129.257054		 390916.369920  	       307803.178880		    778.028524  	      355858.218880		823248.044160		    82259.428288	       389527.425280	   1231715767.237639	 98.6389      8.5889881  	 350.430803	  1518.046183	   106511461.02430999	     21525034534.78964996
2314.0         7744.264000                7774.338834               46376.279232               45504.316416       	  41279.066432  		1151.864103		   2435.927811  	      1223.774658		 7133.879275		 391936.717440  	       308372.764160		    778.468252  	      356469.324160		824943.557120		    82380.526016	       390430.232960	   1236285256.724679	 98.7743      8.5891560  	 350.621172	  1518.962492	   106895740.66300000	     21635260169.22494888
2315.0         7753.100000                7783.218312               46429.216000               45559.528000       	  41345.296000  		1152.605619		   2437.511291  	      1224.568777		 7138.503070		 392959.520000  	       308943.280000		    778.908094  	      357081.280000		826642.160000		    82501.768000	       391334.880000	   1240870662.280030	 98.9100      8.5893238  	 350.811589	  1519.879254	   107281306.66937999	     21746025450.46688843
2316.0         7761.944000                7792.105727               46482.199808               45614.792704       	  41411.611008  		1153.347359		   2439.095379  	      1225.363088		 7143.128434		 393984.783360  	       309514.727040		    779.348051  	      357694.087040		828343.857280		    82623.154304	       392241.370240	   1245471918.221044	 99.0458      8.5894914  	 351.002054	  1520.796464	   107668172.66126999	     21857332898.81016922
2317.0         7770.796000                7801.001097               46535.230784               45670.110592       	  41478.011584  		1154.089335		   2440.680068  	      1226.157598		 7147.755359		 395012.513280  	       310087.105920		    779.788124  	      358307.745920		830048.653440		    82744.684992	       393149.707520	   1250089189.445962	 99.1818      8.5896589  	 351.192566	  1521.714116	   108056366.37368999	     21969185039.15232849
2318.0         7779.656000                7809.904442               46588.309056               45725.481728       	  41544.497856  		1154.831561		   2442.265353  	      1226.952313		 7152.383840		 396042.715520  	       310660.417280		    780.228314  	      358922.257280		831756.552960		    82866.360128	       394059.895680	   1254722337.323595	 99.3180      8.5898263  	 351.383127	  1522.632203	   108445845.06699000	     22081584401.20660019
2319.0         7788.524000                7818.815781               46641.434752               45780.906176       	  41611.069952  		1155.574050		   2443.851226  	      1227.747238		 7157.013869		 397075.395840  	       311234.661760		    780.668620  	      359537.621760		833467.560320		    82988.179776	       394971.938560	   1259371599.503775	 99.4544      8.5899935  	 351.573736	  1523.550718	   108836655.46907000	     22194533542.19258118
2320.0         7797.400000                7827.735133               46694.608000               45836.384000       	  41677.728000  		1156.316813		   2445.437682  	      1228.542382		 7161.645441		 398110.560000  	       311809.840000		    781.109044  	      360153.840000		835181.680000		    83110.144000	       395885.840000	   1264037215.925916	 99.5910      8.5901606  	 351.764393	  1524.469656	   109228778.24719000	     22308035035.53253174
2321.0         7806.284000                7836.662517               46747.828928               45891.915264       	  41744.472128  		1157.059865		   2447.024713  	      1229.337749		 7166.278550		 399148.213760  	       312385.952640		    781.549587  	      360770.912640		836898.916480		    83232.252864	       396801.603840	   1268718576.795500	 99.7278      8.5903275  	 351.955098	  1525.389010	   109622212.91508000	     22422091436.61259079
2322.0         7815.176000                7845.597952               46801.097664               45947.500032       	  41811.302464  		1157.803218		   2448.612314  	      1230.133347		 7170.913188		 400188.362880  	       312963.000320		    781.990249  	      361388.840320		838619.274240		    83354.506432	       397719.233920	   1273416391.971610	 99.8647      8.5904944  	 352.145851	  1526.308773	   110016985.19373000	     22536705339.87842941
2323.0         7824.076000                7854.541458               46854.414336               46003.138368       	  41878.219136  		1158.546884		   2450.200478  	      1230.929182		 7175.549350		 401231.013120  	       313540.983680		    782.431030  	      362007.623680		840342.757760		    83476.904768	       398638.734080	   1278130248.104850	 100.002      8.5906610  	 352.336652	  1527.228940	   110413075.52594000	     22651879333.18532944
2324.0         7832.984000                7863.493054               46907.779072               46058.830336       	  41945.222272  		1159.290876		   2451.789199  	      1231.725260		 7180.187029		 402276.170240  	       314119.903360		    782.871932  	      362627.263360		842069.371520		    83599.447936	       399560.108160	   1282860751.677070	 100.139      8.5908276  	 352.527501	  1528.149503	   110810509.77282000	     22767616032.10858154
2325.0         7841.900000                7872.452758               46961.192000               46114.576000       	  42012.312000  		1160.035208		   2453.378471  	      1232.521588		 7184.826219		 403323.840000  	       314699.760000		    783.312955  	      363247.760000		843799.120000		    83722.136000	       400483.360000	   1287607229.386480	 100.277      8.5909940  	 352.718397	  1529.070456	   111209280.28883000	     22883918057.14847946
2326.0         7850.824000                7881.420590               47014.653248               46170.375424       	  42079.488448  		1160.779892		   2454.968286  	      1233.318172		 7189.466913		 404374.028160  	       315280.554240		    783.754100  	      363869.114240		845532.007680		    83844.969024	       401408.493440	   1292370272.056508	 100.414      8.5911603  	 352.909342	  1529.991793	   111609388.97679999	     23000788045.07659912
2327.0         7859.756000                7890.396569               47068.162944               46226.228672       	  42146.751744  		1161.524940		   2456.558639  	      1234.115018		 7194.109105		 405426.740480  	       315862.286720		    784.195366  	      364491.326720		847268.039040		    83967.947072	       402335.512320	   1297149847.612489	 100.552      8.5913264  	 353.100335	  1530.913508	   112010849.82961001	     23118228614.72261047
2328.0         7868.696000                7899.380715               47121.721216               46282.135808       	  42214.102016  		1162.270367		   2458.149523  	      1234.912133		 7198.752789		 406481.982720  	       316444.958080		    784.636756  	      365114.398080		849007.218560		    84091.070208	       403264.420480	   1301945905.421372	 100.690      8.5914924  	 353.291376	  1531.835594	   112413662.41365001	     23236242447.10961914
2329.0         7877.644000                7908.373046               47175.328192               46338.096896       	  42281.539392  		1163.016183		   2459.740932  	      1235.709523		 7203.397958		 407539.760640  	       317028.568960		    785.078269  	      365738.328960		850749.550720		    84214.338496	       404195.221760	   1306758597.379000	 100.829      8.5916583  	 353.482465	  1532.758045	   112817821.28903000	     23354832182.39273834
2330.0         7886.600000                7917.373582               47228.984000               46394.112000       	  42349.064000  		1163.762403		   2461.332859  	      1236.507194		 7208.044605		 408600.080000  	       317613.120000		    785.519907  	      366363.120000		852495.040000		    84337.752000	       405127.920000	   1311587703.421188	 100.967      8.5918240  	 353.673602	  1533.680854	   113223357.68482000	     23474000511.51556015
